,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,1.0,0.9169391616615655,0.9152977899707302,0.8807842174893902,0.8804403566691943,0.8570678705383704,0.6785894293920217,0.6814430848636549,0.9062757221416754,0.901163520152545,0.900963573425373,0.9071501407703767,0.9011444003641275,0.906617980871665,0.9013911624222307,0.014526462206551795,0.003641774783315902,0.006350158028869666,0.006278712466447154
1,0.9169391616615655,0.9999999999999999,0.9105277654324134,0.8966532681157559,0.8728084215695076,0.8594032076775833,0.6939724430099236,0.7139942656704275,0.9050426316459859,0.8999999999999999,0.8999999999999999,0.9061370924534061,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.021103933305705057,0.0,0.020149656445181515,0.0063691091832829595
2,0.9152977899707302,0.9105277654324134,0.9999999999999999,0.8864322246172686,0.8831440831824415,0.8550981213713327,0.676797446871684,0.6836206372614371,0.9061951847030272,0.9021142633011029,0.9017509348048061,0.9066536319239585,0.9020795202269175,0.902629454469874,0.9025279181016008,0.015301775144026144,0.006617565461504826,0.004885449668526862,0.004830483524744625
3,0.8807842174893902,0.8966532681157559,0.8864322246172686,1.0,0.9084565728748212,0.8330105226492444,0.6450584191531841,0.692589441580978,0.8722543292984762,0.8529861569450087,0.8522200624248811,0.8625576204064601,0.8529128996062173,0.8540724607588754,0.8538583667472013,0.055224223554423635,0.01395343521996447,0.07010114686889067,0.010185292361022247
4,0.8804403566691943,0.8728084215695076,0.8831440831824415,0.9084565728748212,1.0,0.8264906150988115,0.6360596226750047,0.6660083904734229,0.8674766025367915,0.8519562713334801,0.8513671589283045,0.8575918157854696,0.8518999378055429,0.8527916187165054,0.852626984412464,0.016514207792390212,0.010729931577538815,0.0,0.0
5,0.8570678705383704,0.8594032076775833,0.8550981213713327,0.8330105226492444,0.8264906150988115,0.9999999999999999,0.6389006625672228,0.6602422005999109,0.8576121789279484,0.8576623994549396,0.8506776477880926,0.8561882347609022,0.8510810310371014,0.8505755690277225,0.8516315003500006,0.03335517680454156,0.008123960701716244,0.015072769085359638,0.0
6,0.6785894293920217,0.6939724430099236,0.676797446871684,0.6450584191531841,0.6360596226750047,0.6389006625672228,0.9999999999999999,0.5139885538868472,0.6790846148380264,0.673561261666886,0.673090253349257,0.6821663712917548,0.6735162217729936,0.6729824592632142,0.6740975115169463,0.03421953748274565,0.008578816158361655,0.014958870756036961,0.014790568655599162
7,0.6814430848636549,0.7139942656704275,0.6836206372614371,0.692589441580978,0.6660083904734229,0.6602422005999109,0.5139885538868472,1.0,0.6885187542798206,0.7021881816645863,0.6772811213503239,0.6890901959384809,0.6784935600226181,0.6814756465802367,0.6801480914998428,0.045468168749749835,0.024417980050392616,0.011433790003324647,0.011305148550041975
8,0.9062757221416754,0.9050426316459859,0.9061951847030272,0.8722543292984762,0.8674766025367915,0.8576121789279484,0.6790846148380264,0.6885187542798206,1.0,0.9182967629958292,0.9024209441857051,0.909199698056098,0.9028752654802413,0.9036356365142463,0.9034952464324831,0.021157123305912417,0.009149830469745504,0.00675490654312775,0.006678907159350025
9,0.901163520152545,0.8999999999999999,0.9021142633011029,0.8529861569450087,0.8519562713334801,0.8576623994549396,0.673561261666886,0.7021881816645863,0.9182967629958292,1.0,0.9021590423635157,0.9024650688360987,0.9025642144147109,0.9032423272287528,0.9031171247826436,0.012558860215682586,0.008159986388704897,0.0,0.0
10,0.900963573425373,0.8999999999999999,0.9017509348048061,0.8522200624248811,0.8513671589283045,0.8506776477880926,0.673090253349257,0.6772811213503239,0.9024209441857051,0.9021590423635157,0.9999999999999999,0.9020414556782576,0.929058788657628,0.9026851450292083,0.9802773661723785,0.02152018897812378,0.017041379264895205,0.014882362814462308,0.0
11,0.9071501407703767,0.9061370924534061,0.9066536319239585,0.8625576204064601,0.8575918157854696,0.8561882347609022,0.6821663712917548,0.6890901959384809,0.909199698056098,0.9024650688360987,0.9020414556782576,0.9999999999999999,0.9024245610765401,0.9132917838474538,0.9029473586043968,0.023806517994631612,0.024174327337339815,0.011392119157469184,0.028064586973736646
12,0.9011444003641275,0.8999999999999999,0.9020795202269175,0.8529128996062173,0.8518999378055429,0.8510810310371014,0.6735162217729936,0.6784935600226181,0.9028752654802413,0.9025642144147109,0.929058788657628,0.9024245610765401,0.9999999999999999,0.9031890470079861,0.9208117587150112,0.02555872905390755,0.08355089990938341,0.01767522949001323,0.0
13,0.906617980871665,0.8999999999999999,0.902629454469874,0.8540724607588754,0.8527916187165054,0.8505755690277225,0.6729824592632142,0.6814756465802367,0.9036356365142463,0.9032423272287528,0.9026851450292083,0.9132917838474538,0.9031890470079861,0.9999999999999999,0.9038766873021926,0.06191497565625563,0.040804621895689216,0.01747353503991602,0.0
14,0.9013911624222307,0.8999999999999999,0.9025279181016008,0.8538583667472013,0.852626984412464,0.8516315003500006,0.6740975115169463,0.6801480914998428,0.9034952464324831,0.9031171247826436,0.9802773661723785,0.9029473586043968,0.9208117587150112,0.9038766873021926,0.9999999999999999,0.031069846300584233,0.024603549487808393,0.0,0.0
15,0.014526462206551795,0.021103933305705057,0.015301775144026144,0.055224223554423635,0.016514207792390212,0.03335517680454156,0.03421953748274565,0.045468168749749835,0.021157123305912417,0.012558860215682586,0.02152018897812378,0.023806517994631612,0.02555872905390755,0.06191497565625563,0.031069846300584233,1.0,0.2717727251719494,0.06377471279825812,0.02015856250699266
16,0.003641774783315902,0.0,0.006617565461504826,0.01395343521996447,0.010729931577538815,0.008123960701716244,0.008578816158361655,0.024417980050392616,0.009149830469745504,0.008159986388704897,0.017041379264895205,0.024174327337339815,0.08355089990938341,0.040804621895689216,0.024603549487808393,0.2717727251719494,1.0,0.12557997425325076,0.11122853466262599
17,0.006350158028869666,0.020149656445181515,0.004885449668526862,0.07010114686889067,0.0,0.015072769085359638,0.014958870756036961,0.011433790003324647,0.00675490654312775,0.0,0.014882362814462308,0.011392119157469184,0.01767522949001323,0.01747353503991602,0.0,0.06377471279825812,0.12557997425325076,1.0000000000000002,0.21820867489738435
18,0.006278712466447154,0.0063691091832829595,0.004830483524744625,0.010185292361022247,0.0,0.0,0.014790568655599162,0.011305148550041975,0.006678907159350025,0.0,0.0,0.028064586973736642,0.0,0.0,0.0,0.02015856250699266,0.11122853466262599,0.21820867489738435,1.0
